ADM,CLOT,DOM,EDUC,ELEC,EXP,FDAW,FDHO,FOOT,FURN,GASO,HEAL,HHTENURE,HOUS,ID,LIFE,LOCT,MAPP,PERS,READ,REFAGE,REFEDUC,REFMS,REFRACE,REFSEX,REGION,SAPP,SIZE,SIZEAF,SIZEAM,SIZEIN,SIZEJF,SIZEJM,TELE,TEXT,TOB,TOYS,TRIP,URBAN
0,1100,0,0,450,14349,1150,1430,400,0,2000,1100,4,2200,2616882,0,0,0,100,0,47,11,1,1,1,2,0,3,1,1,0,0,1,135,130,0,0,0,2
180,1323.667,3000,2600,120,20671.13,866.6667,433.3333,443,1100,800,1100,1,1200.667,2592673,75,0,2100,133.3333,233.3333,37,16,1,4,1,4,0,4,1,1,0,2,0,200,0,0,0,0,1
25,88,0,0,235,6921.816,400,968.3333,47,0,1000,1100,1,765.6667,2542475,0,0,0,0,16,57,12,1,1,2,1,40,4,2,2,0,0,0,120,0,0,47,0,1
0,0,90,0,100,5004.8,0,433.3333,0,0,120,1099.8,2,1379.667,2529075,0,0,0,0,0,87,12,2,1,2,4,0,1,1,0,0,0,0,56,0,0,0,0,1
293,0,0,0,361,14349.5,0,1599,60,869,603,1096,1,2058,2620002,51,0,0,45,50,57,15,5,1,1,3,0,1,0,1,0,0,0,167,0,0,1282,0,1
180,449,0,396,542,15371,1073,1235,189,0,810,1096,1,3069,2548674,56,0,0,400,281,46,14,3,5,2,3,0,3,3,0,0,0,0,757,72,0,261,0,1
50,370,108.8,10,358,18657.69,1300,650,160,0,1200,1094,2,3737,2513595,142,0,0,130,0,56,15,1,1,2,3,0,3,2,1,0,0,0,1005,50,0,375,0,1
0,0,0,0,264,7084,390,1755,0,0,450,1091,1,1412,2580443,327,0,0,80,0,62,13,1,1,1,3,0,2,1,1,0,0,0,165,0,0,0,0,1
695,220,0,360,414,12868.65,753,1235,65,0,300,1090,1,2570,2550584,0,0,0,50,232,29,13,1,4,2,2,0,6,1,1,0,1,3,540,0,0,45,0,1
46.6667,1038,0,0,240,10294.5,160,1300,271,0,1060.25,1090,1,892.3333,2527865,0,0,0,80,13.3333,45,12,1,1,1,1,0,4,1,1,0,1,1,468,47,433.3333,0,0,1
0,93,0,0,216,6311.3,0,1083.333,95,0,200,1089.6,2,876.8333,2565294,0,0,0,11.3333,66,69,14,1,1,1,2,0,2,1,1,0,0,0,130,0,0,26,0,2
15,317,1140,0,434,11306.25,0,520,80,0,1800,1089,1,1515.75,2552384,0,0,0,0,302,29,16,1,2,2,3,38,4,1,1,0,2,0,315,0,0,175,0,1
0,21,322,0,226,4051.6,346.6667,693.3333,0,0,200,1088.6,2,379.3333,2628542,0,0,0,33.3333,0,73,13,1,1,1,3,31,2,1,1,0,0,0,101.3333,0,0,0,0,1
4.6667,0,0,0,208,3732.8,346.6667,260,0,0,14,1087.8,2,125,2594543,0,0,0,246.6667,50,87,14,2,1,2,4,0,1,1,0,0,0,0,138,0,0,200,0,1
48,10,35,0,75,4238.7,65,585,50,0,270,1085.7,1,1096,2614802,42,0,0,0,60,72,12,5,1,2,4,0,1,1,0,0,0,0,96,30,0,51,0,1
0,768,170,27,729,10097.65,1040,1950,229,0,600,1084.7,2,387.5,2547634,0,0,0,228,0,74,12,2,1,2,3,0,1,1,0,0,0,0,162,0,0,38,0,2
16.6667,200,0,0,111,17718.47,260,823.3333,0,0,240,1082.8,2,12198,2597133,0,0,1400,30,36.6667,70,16,3,1,2,3,0,1,1,0,0,0,0,420,174,0,136,0,1
0,33.3333,0,0,164,6008.333,173.3333,606.6667,0,0,240,1082.667,2,250,2627152,150,0,0,0,58,58,12,1,1,2,2,0,2,1,1,0,0,0,117.3333,0,0,0,0,1
40,802,26,0,406,14490.5,1300,1743,62,0,450,1081,4,3600,2545674,0,189,0,50,0,41,10,1,1,2,4,0,7,2,3,0,2,0,855,0,0,0,0,1
26.6667,0,0,0,247,9553.066,173.3333,996.6667,0,0,400,1080,1,2894,2633362,0,0,0,0,0,51,14,1,4,1,4,0,3,1,1,0,0,1,298,0,0,0,0,1
20,89,20,0,360,6743.05,96,1495,43,0,420,1079,1,981.5,2514985,94,0,0,11,10,38,14,1,1,1,3,121,3,1,1,0,1,0,0,60,0,655,0,2
0,173,0,0,131,10400.83,396.6667,1550,107,0,300,1077.333,1,1889.667,2566084,0,0,0,0,120,43,15,5,1,2,2,100,1,1,0,0,0,0,146,175,0,0,0,1
197,2617,192,0,301,30111.25,1502,2166,409,163,504,1077,1,3349.75,2520425,179,0,0,100,218,57,15,1,1,1,3,44,4,1,3,0,0,0,578,124,780,1163,4532,1
73,148,15,0,286,9036.65,406,855,12,0,448,1076.7,4,1905,2545514,0,0,0,87,40,68,12,5,1,2,3,0,1,1,0,0,0,0,182,0,0,45,0,1
0,13,0,0,0,8002.933,208,693.3333,0,0,0,1076.6,4,5658.667,2629642,0,106.6667,0,26.6667,0,87,14,1,1,2,3,0,2,1,1,0,0,0,146,0,0,0,0,1
100,100,0,0,161,9183,505,1365,0,0,1200,1075,1,1750,2555534,90,0,0,0,50,56,15,1,1,1,2,0,2,1,1,0,0,0,133,0,0,150,0,1
100,1010,46.6667,0,330,9868.5,86.6667,710,100,0,700,1074,1,1435.5,2523235,240,0,0,253.3333,0,37,14,3,2,2,3,30,4,1,1,0,2,0,358,0,0,0,0,1
0,1774,0,0,435,25948.6,1300,3250,0,0,1360,1073,1,7239,2512395,1303,0,0,440,0,40,12,1,2,1,1,50,5,1,2,0,0,2,790,0,0,0,0,1
320,1050,900,0,450,26613.75,1275,1300,0,0,1326,1072,1,9504,2522645,104,0,0,300,400,32,14,1,1,1,2,0,3,1,1,1,0,0,360,0,0,600,0,1
0,425,0,0,0,23274.41,66,832,199,0,345,1070,2,770,2612922,0,0,0,104,0,61,15,1,1,2,3,198,2,1,1,0,0,0,195,0,0,0,0,1
6.6667,191,100,0,112,6543.333,216.6667,346.6667,0,0,150,1070,2,1365.333,2626462,0,0,0,100,18,63,15,3,1,2,1,0,1,1,0,0,0,0,96,0,0,0,0,1
0,2000,401.2,240,1050,27526.75,0,3120,260,0,600,1070,1,10003,2580543,0,0,0,150,983,35,12,1,1,1,4,0,7,1,2,0,2,2,927,0,0,50,0,1
0,426,0,0,265,13572.45,1300,1950,0,0,690,1070,2,300,2581453,0,0,0,157,0,57,11,2,6,2,4,0,3,1,2,0,0,0,582,0,1820,110,0,1
509,0,21,0,426,11695.43,965,1243.333,0,0,630,1067.8,1,1534.667,2630242,320,0,30,150,100,60,16,1,1,2,3,0,2,1,1,0,0,0,62,70,0,0,0,1
0,700,5700,0,0,21864.7,391,700,0,0,0,1067.7,1,10980,2617262,0,90,0,212,72,79,16,3,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
20,45,25,0,220,10646.7,130,1950,0,0,165,1067.7,2,1222,2615982,150,0,0,30,0,87,17,2,1,1,3,0,1,0,1,0,0,0,296,0,0,115,0,1
1150,421,0,0,690,18848.05,700,2340,56,0,900,1066.7,1,5087,2517635,0,0,0,150,400,48,15,3,1,2,1,159,2,1,1,0,0,0,305,0,0,400,0,1
0,0,0,0,145,7237.962,173.3333,390,0,0,300,1066.667,1,2936.333,2523615,0,0,0,10,0,45,12,3,1,1,1,0,1,0,1,0,0,0,196,0,0,0,0,1
0,0,0,0,156,4896.933,520,563.3333,0,0,240,1066.267,2,450,2527425,0,0,190,246.6667,66.6667,81,16,1,1,1,1,0,2,1,1,0,0,0,90,0,0,0,0,1
0,15,0,0,100,3620.933,333.3333,688,0,0,0,1065.6,2,300,2598353,0,0,0,0,0,87,12,1,1,2,2,0,2,1,1,0,0,0,54,0,0,0,0,1
0,0,0,0,186,4967.4,346.6667,736.6667,0,0,220,1065.333,1,1779,2634692,0,0,0,0,0,61,16,5,1,2,2,0,2,2,0,0,0,0,40,0,0,0,0,1
0,1152,171,0,814,15307.4,325,2600,348,0,1200,1063,2,1919.75,2584093,0,0,0,85,0,55,16,1,1,2,3,0,2,1,1,0,0,0,390,175,0,200,0,1
40,453,0,12,300,8194,1040,1755,0,0,450,1059,4,2433,2612752,0,0,0,30,0,27,11,1,1,2,4,0,5,1,0,0,4,0,108,10,0,200,0,1
0,11,19,0,103,2929.383,52,455,0,0,80,1058.8,1,368.0833,2577614,0,0,0,30.6667,6.3333,72,12,1,1,1,2,0,2,1,1,0,0,0,80,90,0,0,0,1
0,0,0,0,945,25125.45,0,2080,0,2610,450,1053.7,1,6843,2586323,0,0,0,0,0,70,16,3,1,2,4,0,1,1,0,0,0,0,660,0,0,120,0,1
123.3333,0,5,0,147,4455.267,121.3333,520,0,0,152,1053.6,2,492.3333,2633192,0,0,0,24,0,71,15,1,1,1,3,0,2,1,1,0,0,0,80,104,0,0,0,1
60,609.3333,0,1200,80,10627.93,173.3333,823.3333,160,0,575,1050.133,4,1970,2626892,0,0,0,80,40,69,15,1,1,1,4,0,2,1,1,0,0,0,321.3333,0,0,0,447,1
450,0,210,0,175,9149.85,390,1300,0,0,375,1050,1,2222,2587553,0,0,0,40,0,64,14,3,1,1,1,0,1,0,1,0,0,0,300,0,0,0,0,1
31.3333,880,0,35,118,9551.5,156,1733.333,100,0,640,1050,1,1536,2558484,0,0,0,40,0,36,14,1,1,2,1,0,3,1,1,0,1,0,339,0,0,80,0,1
96,207,0,0,934,11292.5,225,2600,0,0,983.75,1050,4,2685,2581614,0,0,214,54,0,36,12,1,1,1,3,77,5,1,1,0,1,2,418,0,416,150,0,1
0,0,0,0,204,8312.75,390,260,0,50,540,1050,4,2160,2580523,414,0,0,54,0,52,15,3,1,2,2,0,1,1,0,0,0,0,330,20,0,0,0,1
0,260,0,0,600,13699.85,879,1300,61,0,900,1050,1,5862,2622542,0,0,0,50,0,47,15,1,1,1,2,0,3,1,2,0,0,0,75,0,0,150,0,2
0,130,0,0,398,9746.6,1820,1365,0,0,480,1049.7,2,490,2613902,248,0,0,0,0,61,13,1,1,2,3,0,5,1,3,0,0,1,3,0,0,0,0,1
300,488,0,0,300,15842.95,2600,2340,112,0,450,1049.4,4,4500,2623462,0,0,0,100,100,72,13,1,1,1,4,0,2,1,1,0,0,0,435,0,0,0,0,1
0,187,0,0,432,7627,1300,975,0,0,750,1049.4,2,325,2522605,0,0,0,120,0,67,12,1,1,2,2,16,2,1,1,0,0,0,204,0,195,60,0,1
53.3333,85,80,0,126,11049.33,366.6667,780,0,0,376,1049.333,4,1300,2629782,0,0,0,31.3333,0,43,15,4,1,1,2,0,1,0,1,0,0,0,50,15,0,80,0,1
0,70,0,0,150,5854,130,611,0,0,540,1047,1,748,2588143,56,0,0,0,0,46,12,1,1,1,2,0,2,1,1,0,0,0,510,0,0,0,0,1
33.3333,127,0,0,158,12717.67,670,1646.667,123,0,350,1046.667,1,5546.667,2599913,0,13.3333,0,76.6667,0,41,15,1,1,1,3,100,2,1,1,0,0,0,124,15,0,1200,0,1
0,45,0,0,0,2855.933,0,688,55,0,0,1046.6,4,911.3333,2562404,0,12,0,0,0,80,10,1,4,1,4,45,2,1,1,0,0,0,28,20,0,0,0,1
0,105,0,0,310,5994.4,325,1300,0,0,387,1046.4,2,625,2583213,0,0,0,30,0,73,12,1,1,1,1,0,2,1,1,0,0,0,363,0,0,40,0,1
0,0,0,0,258,4601.7,130,1040,0,0,120,1045.7,2,657,2521065,0,0,137,179,0,87,10,2,1,2,2,0,1,1,0,0,0,0,114,0,0,0,0,1
100,0,1500,0,300,11483.1,629,975,0,0,1200,1045,1,3189,2580023,0,0,0,0,0,36,12,1,1,1,2,0,5,1,1,0,0,3,435,0,0,360,0,2
0,82,0,0,296,10203.94,91,1716,0,0,315,1045,2,822,2548654,332,0,0,0,0,58,13,3,1,2,4,0,2,1,1,0,0,0,174,0,0,0,0,1
0,317,0,0,315,5534.4,0,650,138,300,780,1044.4,2,1010,2581143,0,0,0,0,0,76,12,1,1,1,1,0,2,1,1,0,0,0,210,0,0,0,0,1
0,165,0,0,224,13757.25,1236,2678,0,96,1260,1044,1,1947.5,2586443,0,0,1619,12,0,40,12,1,4,2,4,49,4,1,1,0,0,2,510,0,0,0,0,1
3211,625,620,0,234,22851.25,4710,1150,267,0,1160,1043,4,3849,2622172,0,70,0,0,0,30,15,1,4,2,3,0,4,1,1,1,1,0,396,33,0,107,994,1
77,140,0,585,238,25474.75,1350,1330,0,1100,1385,1042,1,6611,2553144,1129,0,430,285,50,46,13,1,1,1,3,0,3,1,1,0,1,0,214,190,0,1442,0,1
4,84,15,350,0,2899.5,186,104,0,0,490,1042,6,0,2585403,0,0,0,0,0,22,15,5,1,1,3,0,1,0,1,0,0,0,0,0,0,25,0,1
0,0,0,0,150,9354.333,966.6667,2620,0,0,910,1041,4,2760,2628062,0,0,0,0,0,16,11,5,2,2,2,0,6,2,2,0,1,1,0,0,346.6667,0,0,1
0,0,0,0,700,6079.85,0,1365,0,0,360,1041,1,1795.5,2616472,0,0,0,0,0,52,12,2,1,1,3,0,1,0,1,0,0,0,141,0,0,0,0,1
0,492,0,0,0,10075.4,650,1384,100,200,570,1040,4,0,2619432,0,0,250,450,30,29,13,1,3,2,4,35,2,1,1,0,0,0,100,0,910,300,0,1
0,300,7200,0,492,14124.7,650,1755,0,0,0,1039.7,2,1500,2522425,0,360,0,55,60,65,13,5,1,1,4,0,2,1,1,0,0,0,270,0,0,0,0,1
0,400,90,0,157,9852.15,234,1170,0,0,420,1039.4,4,2700,2585023,0,0,0,25,0,42,15,3,4,2,1,0,3,2,1,0,0,0,297,0,0,0,0,1
485,18.6667,590,0,400,10058.48,413.6667,730.6667,0,0,176,1039,1,1636.333,2572454,88,0,0,81.6667,0,43,15,1,1,1,3,0,5,1,1,0,1,2,537,0,0,0,0,1
100,31,0,0,119,6416.2,30,675,36,0,500,1037.7,2,1848.5,2622902,0,0,0,144,95,87,11,2,1,2,1,20,1,1,0,0,0,0,93,0,0,0,0,1
0,0,0,0,192,3416.35,0,1032,0,0,120,1036.4,2,250,2518285,0,0,0,30,0,66,11,1,1,1,4,0,2,1,1,0,0,0,115,0,0,0,0,1
117.3333,198,0,0,146,6737.6,0,1213.333,68,0,480,1035.933,4,44,2634592,56,0,0,0,26,71,12,1,1,1,1,0,2,1,1,0,0,0,90,0,0,850,0,1
0,77,90,0,0,5035.7,130,585,5,0,120,1031.7,4,1197,2555734,0,0,0,190,12,87,12,2,1,2,1,0,1,1,0,0,0,0,108,0,0,0,0,1
209,680,1075,0,280,21256.5,2850,1560,345,0,1150,1030,1,5458,2582843,0,0,0,60,0,42,15,1,1,1,4,0,4,1,1,0,0,2,0,0,0,600,0,1
51.6667,430,0,0,200,4483.4,216.6667,411.6667,0,0,660,1027.567,1,396.3333,2636622,0,0,0,33.3333,50,62,15,1,1,2,2,0,2,1,1,0,0,0,218,0,0,0,0,2
0,0,0,0,410,5833.1,216.6667,780,66,0,300,1026.933,2,666.6667,2631212,0,0,0,40,64.6667,69,12,1,1,1,4,0,2,1,1,0,0,0,400,33,0,20,0,1
36.6667,254,0,0,152,9828,260,650,0,0,1200,1025.333,1,1619.667,2556674,0,0,800,16,23.3333,54,15,1,1,2,1,0,2,1,1,0,0,0,140,0,0,0,0,1
0,0,0,0,105,4383.667,280,693.3333,42,0,270,1025,2,229.6667,2596903,0,0,0,98,90,56,15,2,1,2,2,0,1,1,0,0,0,0,222,0,0,0,0,1
0,248,0,0,203,3969.25,108.3333,606.6667,54,0,250,1024,2,116.8333,2612713,0,0,0,21,0,63,13,1,2,1,3,18,4,1,2,0,1,0,255,13,0,120,0,1
215.3333,0,0,0,400,11548.17,95.3333,199.3333,0,0,400,1023,1,5296.333,2630972,0,0,0,10,328,58,13,3,1,1,1,0,1,0,1,0,0,0,168,60,0,366,0,1
0,75,25,0,185,8939.4,130,520,20,0,900,1022,1,2290.75,2550614,10,0,0,50,1,57,12,1,1,1,4,25,3,1,2,0,0,0,375,0,455,250,0,1
0,0,0,0,690,9625.95,130,910,0,0,900,1020,1,3132,2546594,0,0,0,0,0,58,14,1,1,2,2,0,2,1,1,0,0,0,90,0,0,180,0,2
90,160,0,0,241,15929.5,650,1235,151,0,720,1020,1,6480,2621032,0,0,0,110,287,45,16,1,1,1,1,0,2,1,1,0,0,0,398,45,0,70,0,1
0,80,0,0,607,14667.44,1300,1950,0,0,1050,1020,1,4194,2552184,0,0,0,70,0,63,13,1,1,2,2,0,2,1,1,0,0,0,682,0,0,0,0,1
0,170,0,0,365,14258.6,650,1170,120,0,705,1018.7,1,3215.25,2519235,162,0,0,210,24,65,13,1,1,2,2,243,2,1,1,0,0,0,249,0,0,0,0,1
15,37,0,0,221,8016.4,800,985,0,0,240,1018.4,2,2332,2620562,0,0,0,65,286,77,14,3,1,2,3,0,2,1,1,0,0,0,75,0,0,0,550,1
310,444,0,0,229,16498.49,1783.333,1330,212,2862,930,1018,1,2075.667,2634952,0,0,0,166.6667,201.3333,49,15,1,1,1,3,0,3,1,2,0,0,0,305,0,0,250,0,1
364,101,34,2700,161,11579.5,430,350,55,0,600,1018,1,1564,2553704,0,0,0,75,50,58,13,3,1,2,4,0,1,1,0,0,0,0,387,178,0,710,0,1
30,34,87.2,0,169,6247.7,340,481,0,0,489,1016.7,2,891.75,2519505,0,0,0,179,72,77,17,3,1,2,4,40,1,1,0,0,0,0,617,45,0,54,0,1
3220,393,0,300,220,16421,260,2860,82,0,300,1016.667,1,3213.333,2562244,470,128,0,40,226.6667,46,14,1,4,2,4,0,4,1,1,0,2,0,644,0,0,50,0,1
880,8280.667,24,0,325,20905.17,390,936,50,0,436,1016,1,3002.333,2595233,181,0,0,102,112.6667,47,14,1,1,2,2,0,2,1,1,0,0,0,425,0,0,641,0,1
0,0,2865,0,292,8412.267,0,953.3333,0,0,50,1015.6,1,2657.667,2599813,0,0,0,16.6667,0,80,16,1,1,1,4,0,2,1,1,0,0,0,84,0,0,40,0,1
0,0,0,0,103,2838.5,0,216.6667,0,0,30,1014.9,2,500,2543575,0,0,0,0,0,63,12,3,1,2,3,0,2,2,0,0,0,0,45,0,130,0,0,1
0,0,0,0,400,4551.4,200,650,0,0,660,1014.4,5,240,2522585,0,0,109,0,0,79,11,1,1,2,1,0,2,1,1,0,0,0,141,16,104,0,0,1
0,46,0,0,380,4014.933,520,346.6667,84,0,300,1014.267,2,350,2527545,0,0,0,0,0,70,10,1,1,1,4,0,2,1,1,0,0,0,138,29,0,230,0,1
0,500,0,0,336,11037.85,0,2535,0,0,540,1012.7,1,2085.5,2549014,0,0,0,220,0,70,12,3,1,2,1,0,3,2,1,0,0,0,160,121,0,230,0,1
0,75,0,0,590,9036.7,860,870,0,0,520,1012.7,4,1635,2546014,64,0,0,0,0,64,10,1,1,2,2,0,2,1,1,0,0,0,144,0,546,75,0,1
0,280,0,180,351,13130.5,173.3333,1343.333,0,0,1180,1011,1,3301.667,2559424,246,0,0,16.6667,50,58,12,1,1,1,3,0,3,1,2,0,0,0,443.3333,0,0,175,0,1
56,50,321,0,92,5718.35,325,585,0,0,300,1009.7,2,1535,2512795,0,0,0,50,50,74,13,3,1,2,4,0,1,1,0,0,0,0,94,15,0,21,0,1
120,408,0,0,65,11493.5,850,433.3333,0,0,1000,1006.667,1,1840,2600803,149,0,431,133,0,48,14,1,1,1,2,106,2,1,1,0,0,0,494,76,0,120,0,1
32,225,300,50,240,9095.5,260,1170,100,0,450,1006,1,1218,2547254,0,0,0,0,0,41,16,1,1,1,3,0,7,1,1,1,3,1,75,0,0,0,0,1
0,11,0,0,175,5153.8,130,866.6667,0,0,160,1002.8,4,1428.667,2635302,10,20,0,3.3333,3.3333,36,16,5,1,2,4,0,2,2,0,0,0,0,67.3333,0,242.6667,180,0,1
480,106,0,0,540,20830.75,1650,1560,213,0,1920,1002,2,2531,2516235,0,0,1000,45,52,60,11,1,1,1,1,0,3,2,1,0,0,0,735,0,0,60,3514,1
137,355,19,0,195,12148.25,650,1105,70,0,675,1000,1,2553,2518455,0,0,0,15,0,30,15,1,1,1,4,0,3,1,1,0,1,0,255,52,0,205,0,1
68.3333,278,135,0,103,9417.147,433.3333,975,72,0,250,1000,4,1729,2543995,299,0,0,66.6667,16.6667,41,16,1,1,1,4,0,5,1,1,1,1,1,64,0,0,250,0,1
0,192,0,0,480,9566.1,780,2600,0,0,1522.5,1000,2,100,2556324,0,0,0,0,0,51,12,1,1,1,3,0,2,1,1,0,0,0,360,0,455,0,0,2
0,0,0,0,100,3873.333,213.3333,346.6667,0,0,300,1000,4,950,2609573,0,0,0,13.3333,8,32,12,1,1,2,2,42,3,1,1,0,1,0,140,0,0,40,0,1
117.6667,86,30,0,174,5344.25,152,801.6667,0,0,250,1000,1,1337,2602753,0,0,0,0,3,31,15,1,1,2,1,0,6,1,1,0,2,2,46,42,0,10,0,1
0,1141.333,66.6667,0,365,10458.6,0,1300,56,0,360,1000,4,1856,2624592,0,630,0,173.3333,0,34,12,1,2,2,1,60,5,1,1,0,0,3,609,0,0,0,0,1
36.6667,454.3333,0,300,300,14718.13,1433.333,866.6667,89,0,600,1000,2,3698.333,2527655,0,0,0,63.3333,36,39,17,1,1,2,3,0,2,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,413,3637.8,0,780,0,0,300,999.8,2,678,2533675,0,0,0,0,0,62,13,5,1,1,3,0,2,1,1,0,0,0,0,0,0,0,0,1
32,313.6667,253,0,580,12005.9,650,866.6667,0,0,772,999.8,1,3846,2563634,129,0,0,80,10,37,13,1,4,2,3,0,5,1,2,0,0,2,398,0,0,100,0,1
0,0,0,0,300,3826.033,86.6667,693.3333,0,0,300,999.8,2,300,2525845,0,0,0,23.3333,0,60,12,1,1,1,2,0,3,1,2,0,0,0,274,0,0,0,0,1
0,318,0,0,272,3189.467,216.6667,242.6667,0,0,175,999.8,2,572,2538435,0,0,0,0,30.3333,69,16,1,1,1,3,0,2,1,1,0,0,0,54,0,0,0,0,1
0,116,246,5240,544,11787.7,275,733,0,0,60,999.7,4,1785,2614042,0,0,0,168,123,87,12,2,1,2,1,0,1,1,0,0,0,0,381,0,0,0,0,1
111,0,0,0,180,6527.2,26,910,5,0,1035,999.4,2,1469.5,2589403,225,0,0,39,77,79,12,1,1,1,1,0,2,1,1,0,0,0,285,0,0,30,0,1
0,86.6667,0,0,301,5199.9,0,969.3333,0,0,480,998.0667,2,61,2593023,0,0,0,0,0,41,12,3,1,1,,0,4,1,1,0,1,1,100,0,520,0,0,1
865,910,100,6501,456,29357.25,1967,2600,0,0,1275,998,1,4760,2588843,81,0,0,170,15,53,16,1,1,1,3,40,4,2,2,0,0,0,810,18,65,260,0,1
0,0,664.8,0,143,3257.133,78,316.3333,0,0,500,997.8,2,56,2540895,0,0,0,0,10,87,10,2,2,2,3,0,2,1,1,0,0,0,102,0,0,0,0,1
461.3333,217,0,0,166,9357.566,433.3333,606.6667,54,0,400,997,1,3495.333,2528975,0,0,0,33.3333,54,49,13,5,1,1,4,92,2,0,2,0,0,0,210,0,0,220,0,1
0,0,136.8,0,130,6033.067,0,1482,0,0,432,995.9333,2,673,2557714,0,0,0,0,0,76,13,1,1,2,4,0,3,2,1,0,0,0,272,0,0,272,0,1
0,24,12,0,96,4673.7,0,546,0,0,0,994.7,4,2700,2583393,0,0,0,0,0,82,14,2,2,2,4,0,1,1,0,0,0,0,108,0,0,0,0,1
64,0,4,0,330,5924.45,455,1170,0,0,300,990.7,2,101.75,2582633,48,0,600,20,0,47,13,1,1,1,3,0,2,1,1,0,0,0,312,0,0,0,0,1
0,70,0,0,142,6816.75,0,195,0,0,270,990,4,2385,2581163,90,0,0,28,35,38,16,5,1,2,2,0,1,1,0,0,0,0,150,0,0,117,0,1
30,309,480,0,420,13855,1300,1495,126,99,1350,990,4,2025,2550684,0,0,1200,12,86,44,12,1,1,1,3,0,3,1,1,0,1,0,270,0,390,250,0,1
0,0,9,0,160,3758,260,725,0,0,300,990,2,238,2550004,0,0,0,30,0,62,16,3,1,1,4,0,1,0,1,0,0,0,390,0,0,0,0,1
0,0,0,0,105,2810.7,78,260,0,0,150,989.7,2,500,2579323,0,0,0,0,0,82,12,2,1,2,1,0,1,1,0,0,0,0,90,0,0,0,0,1
0,40,0,0,84,13412.45,325,1170,0,0,732,989.7,4,4125,2554754,344,0,0,0,99,63,13,1,1,1,4,0,2,1,1,0,0,0,190,0,286,0,0,1
267.6667,520,50,495,80,9976.634,260,758.3333,0,0,400,986.9,1,1705,2544875,0,0,0,16.6667,920,51,14,1,6,2,4,200,5,3,1,0,1,0,206,0,0,230,0,1
0,95,8.6667,0,276,7103.167,243.3333,1126.667,15,0,560,986.6667,1,1994,2528725,0,0,0,20,6,53,12,1,1,1,2,0,4,1,1,0,0,2,0,0,0,300,0,1
6.6667,1090.667,300,0,376,13214.5,86.6667,866.6667,171,0,500,986,1,3060,2530795,934,0,0,266.6667,16,54,12,1,1,2,2,0,2,1,1,0,0,0,576,0,0,115,0,1
622.6667,487.6667,0,300,146,7566,684.6667,650,71,0,300,985,4,1495,2641222,0,0,0,50,16,42,15,1,1,2,3,3,3,1,1,0,1,0,228,0,0,0,0,1
0,216,0,0,376,4677.667,346.6667,476.6667,162,0,450,984.8,2,283.3333,2526635,0,0,0,33.3333,58,81,12,2,1,2,2,0,1,1,0,0,0,0,124,0,0,0,0,1
0,0,0,0,210,3860.3,0,195,0,0,60,983.7,2,875,2620372,0,0,0,45,0,87,10,2,1,2,2,21,1,1,0,0,0,0,123,44,0,0,0,1
700,0,0,0,112,8692.267,422.6667,873.3333,0,0,400,982.9333,2,1661.667,2627292,168,0,0,20,34.6667,65,13,2,1,1,4,0,2,1,1,0,0,0,596,0,0,0,0,1
0,0,0,0,90,3745.133,0,866.6667,0,0,160,981.8,1,340,2561534,0,0,0,0,0,72,12,3,1,1,2,0,2,0,2,0,0,0,80,0,216.6667,70,0,1
104.6667,53,20,0,223,10556.5,650,1040,0,0,400,980.6667,1,2026.333,2527895,0,0,0,200,112.3333,63,15,1,1,1,2,0,2,1,1,0,0,0,590,0,0,90,0,1
0,847,0,0,400,13307.9,1360,2166.667,153,0,1252.5,980,1,2372,2562265,0,0,0,33.3333,40,43,13,1,6,1,4,0,6,2,1,0,2,1,180,0,112.6667,40,0,1
138,0,2200,0,120,16774.67,86.6667,1170,0,379,600,980,1,5882,2564344,0,0,0,60,0,37,15,1,1,2,1,0,3,1,1,0,0,1,340,0,0,250,0,1
227.6667,126.3333,0,0,145,7005.333,453.3333,411.6667,107,0,500,978,1,1368.667,2602703,0,0,0,100,46.6667,61,13,5,6,2,4,0,2,2,0,0,0,0,165,89,0,120,0,1
254,559,12,0,1035,18950.5,1820,1963,50,0,490,976,1,2453.5,2517415,252,0,0,200,298,46,15,1,1,2,3,0,4,1,2,0,1,0,100,0,0,400,1700,1
0,0,0,0,292,6880.5,346.6667,606.6667,0,0,800,975.4667,1,1972.833,2628872,0,0,0,0,0,66,13,1,1,1,3,0,4,2,1,0,1,0,728,0,0,0,0,1
1980,829,0,0,276,39689,1550,586,0,9000,660,975,4,8678,2555694,0,800,0,150,0,35,15,1,4,1,1,0,2,1,1,0,0,0,300,0,0,0,1535,1
58,322,89.6,0,268,10990.2,890,1690,86,0,510,974,2,525,2520025,0,0,0,200,294,60,13,1,1,1,4,0,2,1,1,0,0,0,90,0,0,170,225,1
255,781,240,0,0,11799.5,975,2015,0,0,900,974,4,1755,2624092,173,0,0,40,108,50,14,3,1,2,3,92,6,2,2,0,1,1,900,0,0,250,0,1
0,64,0,0,170,4610.15,0,260,0,0,300,973.5667,2,62.5,2573174,0,0,0,0,233,51,12,1,1,1,1,0,3,1,2,0,0,0,60,0,151.6667,40,0,1
26.6667,197,0,0,178,8867,0,1239.333,334,0,800,973.3333,1,2328.167,2564024,0,0,0,0,6.6667,40,14,1,1,2,3,0,4,1,1,0,1,1,350,0,121.3333,150,0,1
