ADM,CLOT,DOM,EDUC,ELEC,EXP,FDAW,FDHO,FOOT,FURN,GASO,HEAL,HHTENURE,HOUS,ID,LIFE,LOCT,MAPP,PERS,READ,REFAGE,REFEDUC,REFMS,REFRACE,REFSEX,REGION,SAPP,SIZE,SIZEAF,SIZEAM,SIZEIN,SIZEJF,SIZEJM,TELE,TEXT,TOB,TOYS,TRIP,URBAN
0,0,0,0,0,2558.4,0,866.6667,0,0,0,0,4,1080,2534485,72,116,0,33.3333,0,32,13,1,1,1,1,0,2,1,1,0,0,0,170,0,0,0,0,1
17,0,0,0,98,2420,0,650,0,0,150,0,4,900,2604923,0,0,0,20,0,38,12,5,4,2,1,0,4,2,1,0,0,1,31,0,0,0,0,1
0,59,0,0,0,1860.633,69.3333,450.6667,0,0,0,0,4,982,2527735,0,40,0,0,0,62,11,4,2,2,1,0,2,1,1,0,0,0,92,54,0,0,0,1
0,324,0,0,42,4211.583,204.6667,801.6667,76,0,150,0,1,831.6667,2608183,0,0,0,13.3333,15,43,15,1,1,1,3,0,4,1,1,0,2,0,260,0,0,300,0,1
18,76,0,0,220,5389,65,1144,12,0,830,0,4,1200,2514475,0,0,0,15,30,23,13,5,1,2,3,0,2,2,0,0,0,0,345,98,0,10,0,1
0,50,15,0,48,5250,93,234,0,0,0,0,4,4500,2581523,0,0,0,0,100,87,15,2,1,2,4,0,1,1,0,0,0,0,72,0,0,0,0,1
66,0,0,0,0,2224.467,442.3333,260,0,0,311,0,4,850,2676205,0,0,0,0,0,49,12,3,1,1,2,0,1,0,1,0,0,0,60,0,0,0,56,1
0,260,0,0,0,3164.75,260,1040,0,0,480,0,4,0,2619022,0,0,0,0,0,29,12,5,1,2,3,0,5,1,0,0,3,1,135,60,0,200,0,1
0,0,0,0,150,3684.083,122.6667,650,0,0,600,0,1,1308.667,2573194,0,0,0,16.6667,0,42,11,1,1,1,3,0,5,1,2,0,2,0,120,0,0,0,0,1
0,0,0,0,140,2567.767,0,749.3333,0,0,200,0,4,1150,2533665,0,0,0,0,0,27,11,5,1,2,3,0,2,1,0,0,1,0,102,0,0,0,0,1
0,398,0,0,82,10374.07,1300,1126.667,102,0,820,0,1,2512,2558264,0,0,0,20,0,53,10,1,1,1,4,0,4,2,2,0,0,0,231,0,0,0,0,1
0,150,0,0,43,2344.85,130,325,0,0,300,0,4,900,2580415,0,0,0,0,0,22,13,5,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1
108,34.3333,0,0,95,8399.242,0,260,0,0,0,0,2,708.3333,2606313,0,320,0,0,0,54,16,3,1,1,3,0,1,0,1,0,0,0,50,0,0,0,0,1
0,88,0,0,0,1665.633,0,541.6667,0,0,80,0,4,486.6667,2576234,0,0,54,0,12,44,12,5,2,2,2,0,6,1,2,0,1,2,43,0,0,0,0,1
20,1124,0,0,157,24086.15,1400,2370,70,0,750,0,1,7224,2516975,0,0,0,0,60,29,17,1,1,2,4,196,2,1,1,0,0,0,444,43,0,0,1000,1
0,343,100,0,417,8382.25,577,1484,32,0,450,0,1,2331,2580653,0,0,0,0,0,51,13,3,1,2,3,0,3,2,0,0,1,0,468,0,0,0,0,1
0,388,0,0,170,3590.833,173.3333,216.6667,32,0,320,0,4,1300,2527035,0,0,0,20,0,33,11,5,1,1,2,0,1,0,1,0,0,0,120,30,0,0,0,1
10,127,0,0,60,1906.25,43.3333,195,13,0,0,0,4,625,2605453,0,0,31,30,0,26,12,5,1,2,1,24,2,1,0,0,0,1,30,45,0,0,0,1
220,300,0,50,114,4740.917,216.6667,650,0,0,410,0,4,1035,2608093,0,0,0,0,0,30,12,1,4,2,3,100,6,1,1,0,2,2,200,0,108.3333,200,0,1
0,102,0,0,145,7132.066,390,1040,0,0,140,0,4,2600,2630502,0,0,0,0,0,35,13,1,1,2,3,0,4,1,1,0,1,1,350,0,0,110,0,1
0,383.3333,57.6,0,80,9525.167,0,1386.667,0,0,2400,0,1,1151.333,2529035,0,0,0,26.6667,0,25,12,5,1,1,4,0,10,1,2,1,4,2,240,0,130,1500,0,1
0,58.6667,0,0,0,1598,130,823.3333,0,0,0,0,4,442,2528815,0,0,0,0,36,30,13,5,1,1,1,0,1,0,1,0,0,0,40,0,0,0,0,1
30,299,0,0,81,6239.35,740,1300,101,115,950,0,2,405,2581353,0,0,0,0,0,53,13,3,1,1,3,0,2,1,1,0,0,0,330,180,0,200,0,1
0,180,20,0,0,3340.933,303.3333,866.6667,0,0,200,0,4,184,2661233,0,240,0,48,0,22,11,5,1,1,4,0,3,1,1,0,1,0,273.3333,0,34.6667,0,0,1
0,53.3333,0,0,66,1957.3,216.6667,346.6667,0,0,50,0,2,15.6667,2603613,0,104,0,13.3333,0,62,15,3,2,2,1,0,1,1,0,0,0,0,56.6667,0,0,0,0,1
0,324,0,0,200,6412.233,0,1300,0,0,1200,0,1,1302.667,2528425,0,0,0,40,0,42,12,1,1,1,2,0,4,1,1,0,2,0,640,0,0,200,0,1
0,171,0,0,45,3204.3,205,473,79,0,250,0,4,1500,2642522,0,0,0,0,0,45,14,5,1,2,4,0,3,3,0,0,0,0,110,0,0,0,0,1
40,80,0,0,90,4695.5,0,433.3333,0,0,140,0,4,2738,2557504,0,0,0,13.3333,0,48,13,3,1,1,4,0,2,1,1,0,0,0,120,0,0,20,0,1
0,350,0,0,173,2357.5,0,606.6667,0,0,280,0,2,28.3333,2611773,0,0,0,40,0,56,10,2,1,2,4,0,8,4,1,0,1,2,50,0,0,0,0,1
0,228,90,25,140,7891.25,745,1560,0,0,0,0,4,1530,2621282,0,240,0,90,0,42,12,1,1,1,3,0,3,1,1,0,1,0,69,0,0,0,420,1
0,0,0,0,300,5647,0,1387,0,0,0,0,4,3600,2554054,0,0,0,0,0,72,16,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
400,503,0,0,325,12605,1090,1235,357,0,1050,0,1,1977.25,2615322,0,0,0,200,0,36,15,1,2,2,2,0,5,2,1,0,0,2,450,0,0,150,0,1
200,680,0,0,300,15359.65,0,2340,250,0,1200,0,4,4500,2619932,0,0,0,150,0,40,15,1,4,1,4,30,4,1,1,0,2,0,600,100,0,150,0,1
0,216,0,0,125,11092.5,303.3333,346.6667,0,0,250,0,1,6997,2611225,0,0,0,0,0,29,14,1,1,2,1,0,2,1,1,0,0,0,35,0,86.6667,0,0,1
165,230,0,0,135,8664,1040,780,385,0,1226.25,0,1,1938.5,2589653,0,30,0,0,0,22,12,5,1,1,4,30,1,0,1,0,0,0,90,0,0,240,0,2
23.3333,339,0,0,300,8417.833,693.3333,780,186,2057,700,0,4,920,2659994,0,0,0,0,0,24,12,1,1,1,3,0,3,1,1,0,1,0,136,0,520,0,0,1
0,0,10,0,200,1969.45,151.6667,455,0,0,200,0,4,565,2611083,0,0,0,0,0,28,14,5,2,2,3,0,1,1,0,0,0,0,45,0,0,0,0,1
0,440,0,0,302,11439.5,1170,1300,173,0,637.5,0,4,2700,2621352,0,0,0,0,0,38,12,1,1,1,4,0,4,1,1,0,0,2,205,0,0,0,0,1
0,578,1904,0,201,5401.5,0,260,172,0,600,0,5,0,2618122,0,0,0,0,0,72,12,3,2,2,3,0,4,2,0,1,1,0,219,0,0,350,0,1
0,0,25,0,584,6589.5,156,585,28,0,600,0,2,1173,2517315,0,0,0,0,0,63,15,3,1,1,3,89,1,0,1,0,0,0,132,0,624,0,0,2
0,7,0,0,600,6632.45,0,780,0,0,1200,0,4,1800,2513225,0,0,0,0,0,56,10,4,1,2,2,0,2,1,1,0,0,0,195,0,390,0,0,1
0,168.6667,13.3333,0,0,5035.333,173.3333,1386.667,0,0,0,0,4,1800,2532915,0,0,0,10,0,44,12,2,1,1,1,0,3,1,2,0,0,0,180,0,173.3333,0,0,1
0,0,0,0,400,9299.25,0,2470,87,0,0,0,4,3090,2547874,0,1200,0,0,0,57,13,5,1,1,3,0,1,0,1,0,0,0,915,0,260,0,0,1
0,443,0,0,0,2951.333,325,195,103,0,145,0,4,1000,2541745,0,0,0,40,0,54,13,3,1,2,4,0,2,2,0,0,0,0,224,0,0,0,0,1
0,190.6667,23.3333,0,36,1896.5,0,498.3333,0,0,60,0,4,560,2639442,0,0,0,0,0,22,12,1,1,2,3,0,2,1,0,0,1,0,55,37,73.6667,100,0,1
41.3333,0,6,0,136,4004.717,210,563.6667,0,0,250,0,1,1507.5,2643952,0,0,0,0,24,39,16,1,1,2,3,0,5,1,1,0,1,2,235,0,0,0,0,1
0,5,0,0,0,3275.15,0,936,0,0,0,0,4,1000,2570424,0,125,0,0,8.6667,46,15,1,1,2,1,0,4,1,1,0,0,2,300,0,0,230,0,1
213,49,0,0,0,6254,670,570,0,0,300,0,4,2040,2615935,0,40,0,60,0,35,13,1,1,1,3,20,1,0,1,0,0,0,211,0,0,0,400,1
26.6667,0,200,0,371,5650.167,314,780,0,0,1500,0,1,991.3333,2630552,0,0,350,36.6667,0,30,13,1,1,2,2,0,4,1,1,0,2,0,380,0,0,0,0,1
0,317,0,0,125,3266.667,86.6667,823.3333,0,0,250,0,4,596,2626902,0,0,0,30,0,25,13,5,2,2,4,0,3,1,0,1,0,1,219,0,0,0,0,1
0,0,0,0,87,2162,0,433.3333,0,0,0,0,4,984,2627672,0,0,0,0,0,56,11,5,1,1,1,0,1,0,1,0,0,0,42,0,216.6667,0,0,1
93.3333,220,0,0,190,4640.65,373,368.3333,129,86,200,0,1,331,2643085,0,0,0,66,2.6667,32,15,1,1,2,3,0,4,1,1,0,1,1,140,0,0,95,0,1
70,0,0,0,265,8012.5,520,1300,0,0,1350,0,1,1920,2617032,0,0,0,0,0,43,14,1,1,2,3,0,2,1,1,0,0,0,600,0,455,30,0,2
0,0,0,0,36,8946.667,173.3333,1265.333,0,0,172,0,1,1693.333,2599093,0,0,0,106.6667,200,47,15,5,1,2,3,0,1,1,0,0,0,0,196,0,138.6667,0,0,1
0,0,0,0,91,1224.083,0,325,0,0,0,0,2,191.6667,2607703,0,0,0,0,6.6667,59,14,3,2,2,2,0,1,1,0,0,0,0,170,0,0,0,0,1
0,150,0,0,0,7011.25,585,1625,0,0,600,0,4,2745,2545544,0,0,0,0,0,29,16,1,4,1,2,0,2,1,1,0,0,0,0,0,0,0,0,1
30,200,0,0,0,7244,475,1040,0,0,1440,0,4,1275,2551174,162,0,0,24,18,38,17,5,1,1,3,54,1,0,1,0,0,0,0,0,0,0,0,1
0,9.3333,0,0,55,3926.583,303.3333,173.3333,0,0,350,0,4,1078,2570674,0,0,0,0,0,32,11,5,1,1,4,0,2,0,2,0,0,0,150,0,0,50,0,1
53.3333,118,21.6,0,378,5155.333,86.6667,1040,0,0,500,0,4,1249,2563184,0,0,0,0,0,52,14,3,1,2,3,0,4,1,0,0,1,2,100,0,0,0,0,1
40,300,0,0,135,5843.566,0,736.6667,0,0,400,0,2,233.3333,2630452,0,0,75,0,0,40,14,3,4,2,1,0,4,2,1,0,0,1,240,40,0,0,0,1
0,80,160,0,0,2779.917,130,758.3333,0,0,760,0,1,208.3333,2541455,0,0,0,26.6667,5,50,10,1,1,1,4,0,6,2,2,0,1,1,0,0,0,0,0,1
0,32,0,0,80,2281,650,346.6667,0,0,240,0,4,477.3333,2611453,0,0,0,0,0,26,13,1,1,2,3,0,4,1,1,1,0,1,56,12,0,0,0,1
54,0,0,0,180,5292,452,584,0,0,0,0,4,2510,2563994,20,220,0,0,0,27,15,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1246.383,205,473,0,0,0,0,2,233.3333,2539875,0,0,0,0,0,63,11,1,1,2,2,0,3,1,2,0,0,0,0,0,0,0,0,1
229,0,125,0,109,2897.083,0,238.3333,0,0,60,0,1,1248.667,2568484,0,0,0,8.3333,0,63,12,5,1,2,2,0,1,1,0,0,0,0,55,0,0,10,0,1
0,100,0,400,66,2719.8,130,390,0,0,270,0,4,900,2521585,0,0,0,30,0,20,13,5,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,300,3028.3,130,455,0,0,36,0,4,1200,2589873,0,0,0,0,0,49,15,3,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1
34,188,0,25,0,1794.583,216.6667,325,0,0,160,0,4,420,2637052,0,0,0,13.3333,0,35,12,5,1,2,4,0,2,2,0,0,0,0,80,0,0,9,0,1
0,469,176,0,100,4114.917,184.3333,544,131,0,100,0,4,873,2574214,0,0,0,40,0,35,12,5,2,2,3,0,5,2,1,0,1,1,52,0,0,500,0,1
12,100,0,0,125,3441.95,0,910,0,0,300,0,4,1500,2515045,0,0,0,0,0,40,11,5,1,2,4,0,2,1,1,0,0,0,120,0,0,0,0,1
0,0,0,0,60,8523.25,0,3575,0,0,375,0,4,3006,2619922,0,0,0,0,0,49,15,1,4,1,1,0,4,1,1,0,0,2,171,0,0,0,0,1
39,60,0,0,120,5411.25,1040,845,0,30,0,0,4,1725,2585733,0,300,0,30,0,22,15,5,1,1,2,0,1,0,1,0,0,0,51,0,0,0,0,1
0,0,0,0,440,6534.5,520,1213.333,0,0,260,0,1,1880.333,2556834,0,0,0,0,0,62,12,3,1,2,3,0,4,3,1,0,0,0,0,0,0,0,0,1
0,330,0,0,175,6615.8,173.3333,953.3333,0,0,500,0,1,1493,2564424,0,0,0,33.3333,0,57,12,1,1,1,1,0,2,1,1,0,0,0,360,0,0,200,0,1
12,28.3333,11.6667,0,35,2703.083,216.6667,476.6667,0,0,252.6667,0,4,850,2638312,0,0,0,6.6667,0,27,14,1,5,2,3,0,3,1,1,0,0,1,177,0,0,0,0,1
2.6667,163.6667,0,0,45,1347.667,0,130,0,0,110,0,4,355,2612525,0,0,0,36.6667,0,23,13,5,1,2,2,0,1,1,0,0,0,0,0,0,0,35,163,1
0,198,16,6500,0,8894,585,585,69,0,0,0,5,0,2619642,0,40,0,80,15,21,13,5,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,1
40,100,0,0,0,1358.833,108.3333,325,0,0,120,0,4,268.6667,2678004,0,0,0,0,0,24,13,5,1,1,4,0,1,0,1,0,0,0,15,0,86.6667,0,0,1
0,53.3333,0,0,30,2533.083,0,108.3333,98,0,100,0,1,1223.667,2612503,0,0,0,0,0,35,14,3,4,2,4,0,2,2,0,0,0,0,114,0,0,0,0,1
155,0,360,0,200,6276.833,366.6667,953.3333,0,0,600,0,1,1322,2638442,0,0,0,0,11.6667,52,16,1,1,1,3,0,3,1,1,0,1,0,170,0,0,0,0,1
165,117,0,0,0,2420.25,260,481,0,0,237,0,4,810,2621255,0,0,0,0,0,21,13,5,1,1,4,0,1,0,1,0,0,0,0,0,0,60,0,1
33.3333,133.3333,0,0,1052,5480.533,0,1040,0,0,0,0,4,1190,2565804,62,1060,0,0,32,47,12,1,2,2,2,0,3,1,2,0,0,0,60,0,0,0,0,1
0,0,0,0,0,1445,65,780,0,0,0,0,4,600,2589523,0,0,0,0,0,76,10,1,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1
4,320,0,0,45,6770.75,1560,2470,0,0,720,0,4,650,2647903,0,0,0,0,0,35,10,4,1,1,4,0,4,0,4,0,0,0,4,0,0,0,0,1
0,0,0,0,266,6443.567,606.6667,1213.333,0,0,800,0,4,1400,2632512,0,0,0,16,0,57,12,1,1,1,3,0,3,1,2,0,0,0,290,0,0,0,0,1
0,87,0,0,201,3208.167,86.6667,433.3333,22,0,488,0,1,444.3333,2533445,0,0,0,0,0,52,12,4,1,2,3,0,2,1,1,0,0,0,154,0,0,0,0,1
44,335,90,0,120,4775.333,293.3333,650,65,0,240,0,4,1410,2591565,84,0,0,186.6667,0,37,12,4,2,2,3,0,3,1,0,0,0,2,179,0,0,150,0,1
75,135,0,0,0,5340.65,650,1170,0,0,360,0,4,2250,2521605,0,0,0,0,0,24,15,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
33.3333,344,0,0,275,18852.3,772,2340,16,0,666,0,1,10891.33,2566264,0,0,0,120,0,49,11,1,1,1,3,0,8,2,2,0,3,1,253.3333,0,0,200,0,1
6.6667,35,0,0,300,3471.917,130,498.3333,0,0,220,0,4,1050,2639962,0,0,0,26.6667,0,49,12,1,1,1,4,0,2,1,1,0,0,0,109,0,108.3333,40,0,1
0,40,0,0,196,3990.4,0,650,0,0,200,0,4,2214,2626372,0,0,0,0,0,42,12,1,1,1,1,0,4,1,1,0,0,2,30,0,0,100,0,1
0,0,0,0,60,5305.583,177.3333,650,0,0,400,0,1,874.3333,2643432,0,0,0,0,0,32,14,5,2,1,3,0,2,1,1,0,0,0,160,0,303.3333,0,300,1
0,0,0,0,180,4062.962,260,520,99,0,600,0,2,83.3333,2528105,320,0,0,0,0,60,13,3,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1
30,0,0,0,140,2584.183,130,455,21,0,240,0,4,785,2637982,0,0,0,0,0,26,12,5,1,1,1,0,4,1,1,0,0,2,160,0,99.6667,0,0,1
100,80,0,0,120,16439.63,346.6667,520,0,0,300,0,2,833.3333,2599533,0,0,0,40,0,45,16,3,1,1,2,0,1,0,1,0,0,0,60,0,0,0,0,1
143.3333,0,24,0,152,10512.48,413.6667,3033.333,0,0,270,0,1,1280.333,2601393,0,0,0,30,0,45,16,1,1,1,2,0,6,1,2,0,1,2,216,0,0,0,0,1
0,500,0,0,453,13365,0,3003,0,0,1980,0,1,3732,2621142,0,0,0,0,0,38,12,1,1,1,1,0,4,1,1,1,1,0,180,0,0,0,0,1
0,0,0,142,176,2848.1,0,303.3333,0,0,128,0,4,1100,2530085,0,0,0,0,0,54,13,3,5,2,3,0,1,1,0,0,0,0,202.6667,0,0,0,0,1
0,29,0,0,35,1941.167,0,43.3333,0,0,160,0,4,1250,2528365,0,0,0,40,0,71,11,1,1,2,4,0,2,1,1,0,0,0,163,0,0,0,0,1
24,257,0,0,43,2005,172,265,90,0,328.3333,0,4,350,2595043,0,0,0,0,0,21,13,5,1,1,2,0,1,0,1,0,0,0,0,0,0,20,0,2
0,40,0,0,132,5321,0,2080,0,0,128.25,0,4,2097,2586733,0,0,0,0,0,51,11,4,2,1,2,0,1,0,1,0,0,0,258,0,325,0,0,1
0,0,0,0,92,3941.75,130,1170,48,0,274,0,2,584.5,2612882,0,0,0,0,15,54,15,5,1,1,1,30,1,0,1,0,0,0,123,0,0,0,0,1
303,485,0,0,240,18674.5,850,1490,0,0,740,0,1,7483,2621112,330,0,0,20,0,61,16,1,1,1,3,0,1,0,1,0,0,0,282,0,0,50,990,1
63.3333,1040.667,0,0,110,9364.833,1560,780,0,17,240,0,4,2300,2592243,0,20,0,66.6667,0,32,15,5,1,2,3,36,2,2,0,0,0,0,530,0,52,30,0,1
0,0,0,0,256,2051.9,432,749.3333,0,0,0,0,1,70.6667,2564724,0,0,0,0,0,30,13,5,1,1,3,0,2,1,1,0,0,0,150,0,0,0,0,2
0,200,0,0,238,8139.75,0,936,0,200,1650,0,4,1270,2617232,0,0,100,0,0,24,14,5,2,2,3,105,2,1,1,0,0,0,200,0,0,0,0,1
0,740,0,800,117,7724.5,0,606.6667,130,0,320,0,4,3066,2565764,0,0,0,0,0,60,13,1,1,1,4,20,2,1,1,0,0,0,390,0,0,0,0,2
0,545,0,0,155,6548,533.3333,936.6667,0,0,1040,0,1,416.6667,2533355,0,0,0,60,58,68,13,1,1,2,3,0,2,1,1,0,0,0,341,0,0,0,150,1
270,151,0,0,250,9608,966.6667,796.6667,13,0,600,0,1,2736.333,2526135,120,0,0,13.3333,0,47,11,1,1,2,4,55,2,1,1,0,0,0,480,219,0,500,250,1
0,0,0,0,280,13136.4,260,1353,0,2500,840,0,1,2584,2515035,0,0,0,0,0,42,12,1,1,1,3,0,2,1,1,0,0,0,405,0,0,0,0,1
0,0,0,0,196,2565.833,86.6667,216.6667,0,0,100,0,1,982,2574404,0,0,0,0,0,44,13,3,1,1,2,0,1,0,1,0,0,0,140,0,216.6667,0,0,1
0,0,0,0,70,2357,0,173.3333,38,0,422.6667,0,1,665,2597633,0,0,0,0,0,58,13,2,1,2,4,0,1,1,0,0,0,0,80,0,0,0,0,1
36.6667,0,0,0,76,3940.295,0,606.6667,0,0,50,0,4,876,2558434,0,0,0,23.3333,0,30,10,1,1,2,4,0,2,1,1,0,0,0,100,0,0,18,0,1
0,71.6667,1.6667,0,81,1701.833,0,433.3333,0,0,0,0,4,740,2608163,0,109,0,40,0,37,14,3,1,2,1,0,2,1,0,1,0,0,65,0,0,0,0,1
0,95,0,0,200,12197.6,560,498.3333,0,0,120,0,4,9500,2541915,0,33.3333,0,16.6667,0,31,15,1,1,1,4,0,2,1,1,0,0,0,140,0,0,35,0,1
1.6667,0,0,0,45,1915.217,0,390,0,0,500,0,2,250,2609503,0,0,0,0,0,59,14,5,1,1,1,0,2,1,1,0,0,0,39,0,0,40,0,1
484,110,0,2510,202,10447.5,86.6667,1256.667,15,0,460,0,1,475.3333,2595993,122,0,0,46.3333,133.3333,46,13,1,1,2,3,38,4,1,1,0,0,2,100,0,0,1010,0,1
50,16.6667,0,0,47,2913.317,216.6667,541.6667,0,0,100,0,4,1400,2572214,0,0,0,16.6667,0,40,16,5,1,1,1,0,1,0,1,0,0,0,50,0,0,0,0,1
0,120,6.6667,0,0,1790.333,130,910,0,0,100,0,4,239,2608743,40,60,0,0,0,54,13,5,2,1,2,0,1,0,1,0,0,0,45,0,86.6667,0,0,1
0,139,0,0,0,2455.5,346.6667,936,0,0,180,0,2,83.3333,2634532,0,0,0,0,20,48,15,1,1,2,4,0,2,1,1,0,0,0,0,52,0,320,0,1
0,0,0,0,80,2056.333,0,216.6667,0,0,60,0,1,1392,2563494,0,0,0,0,0,48,15,5,1,1,1,0,1,0,1,0,0,0,52,0,60.6667,60,0,1
70,86,0,0,195,4451,150,650,15,0,650,0,2,650,2520605,0,0,0,15,0,68,14,2,1,2,3,0,1,1,0,0,0,0,147,0,0,140,0,1
0,0,0,0,240,3169.667,432,749.3333,0,0,80,0,2,726.3333,2633282,0,0,0,0,0,62,12,1,1,1,4,0,2,1,1,0,0,0,256,0,0,0,0,1
0,0,0,0,531,5269.65,0,1300,0,0,450,0,2,950,2520335,0,0,0,0,0,56,13,3,2,1,2,0,4,1,1,0,2,0,171,0,0,0,498,1
0,0,0,0,438,6890.5,1300,1625,0,0,900,0,2,350,2517345,0,0,0,0,0,59,11,1,1,2,3,0,4,2,2,0,0,0,96,0,0,0,0,1
0,32.6667,0,0,100,6816.3,433.3333,873.3333,280,0,760,0,4,1500,2590733,0,0,0,0,0,27,14,1,2,1,2,0,2,1,1,0,0,0,627,0,260,0,0,1
0,24,0,0,320,3950.75,103,676,6,0,599,0,2,62.5,2518585,0,0,0,15,0,51,12,3,1,2,3,0,1,1,0,0,0,0,105,0,260,0,0,2
33.3333,0,0,200,130,8002.833,240,1516.667,0,0,560,0,1,1456.333,2594513,181,0,0,40,0,58,13,1,1,2,1,0,2,1,1,0,0,0,248,0,0,0,0,1
0,130,0,0,82,1945.583,86.6667,238.3333,120,0,256.6667,0,1,402.9167,2673435,0,0,0,13.3333,0,52,15,3,2,1,3,0,1,0,1,0,0,0,49,0,0,0,0,1
33.3333,380,0,0,100,2358.883,108.3333,390,0,0,400,0,1,311.3333,2609183,0,30,0,30,0,55,13,3,1,1,3,40,3,0,1,0,0,2,117,0,34.6667,40,0,1
195,0,0,60,339,13693.3,1300,2990,0,0,1140,0,4,3300,2580853,135,0,0,300,0,40,14,1,2,2,3,64,4,1,2,0,1,0,585,39,0,0,0,1
0,212,88,204,680,9001.05,260,2054,0,0,0,0,4,3900,2518785,0,330,0,80,0,51,12,1,2,2,1,0,4,4,0,0,0,0,0,65,0,0,0,1
0,40,0,0,150,5251.75,730,585,0,0,240,0,4,1650,2618752,0,0,0,40,0,30,15,5,2,1,1,42,2,0,2,0,0,0,360,0,0,0,0,1
0,0,0,0,66,4464.667,17.3333,749.3333,0,0,500,0,4,1200,2633432,0,0,0,0,0,52,14,5,1,1,4,0,2,1,1,0,0,0,130,0,0,0,0,1
0,0,0,0,187,4038.617,130,303.3333,0,0,500,0,2,400,2577624,0,0,0,8,0,57,12,2,1,2,2,0,2,1,1,0,0,0,370,0,238.3333,0,0,1
85,71,0,0,46,5777,260,1170,38,0,720,0,4,2439,2622755,0,0,0,10,0,23,12,1,1,2,4,0,3,1,1,0,0,1,0,0,0,360,0,1
85,219,0,0,0,3615.5,195,650,0,0,227,0,4,810,2623655,0,0,0,30,0,23,13,5,1,1,4,0,2,0,2,0,0,0,90,0,0,0,56,1
0,50,0,0,252,7532.433,0,364,0,2630,500,0,2,1544.333,2633182,0,0,0,0,0,37,14,1,4,1,2,0,5,1,1,1,1,1,162,0,0,0,0,1
0,0,0,0,180,2747.083,216.6667,260,0,0,400,0,1,120.1667,2607543,0,0,0,0,0,59,10,1,1,1,3,0,4,2,1,0,1,0,250,0,0,0,0,1
0,0,0,0,480,9987.3,0,1300,0,0,1267.5,0,4,3000,2615872,0,0,0,0,0,25,11,5,1,1,4,0,6,2,4,0,0,0,408,0,585,0,0,1
0,164,400,0,220,10998.67,86.6667,650,50,171,400,0,2,5694.667,2643782,104,0,0,13.3333,16.6667,49,13,1,1,2,2,0,3,1,1,0,0,1,119,0,0,250,0,1
0,0,0,0,800,9123.7,433.3333,1516.667,0,0,600,0,1,3150.333,2600083,0,0,0,0,0,49,15,1,1,1,3,0,4,1,1,0,1,1,550,0,0,0,0,1
0,300,0,0,0,8184,0,624,0,0,120,0,4,4800,2585523,0,0,0,0,0,37,15,5,1,2,4,0,1,1,0,0,0,0,300,0,195,400,0,1
0,0,0,0,400,3694.167,216.6667,1083.333,0,0,320,0,1,1062.167,2529085,0,0,0,80,0,42,13,3,2,2,3,0,4,2,1,0,1,0,110,0,0,0,0,1
0,0,0,0,343,2405,173.3333,433.3333,0,0,140,0,4,900,2598553,0,0,0,0,0,50,12,4,2,1,3,0,2,1,1,0,0,0,100,0,0,0,0,1
0,42,0,0,425,4263.75,183,585,8,0,225,0,4,1500,2613742,0,0,0,0,0,25,13,5,2,2,2,0,2,1,0,0,0,1,120,0,0,0,0,1
0,50,0,0,105,4791.5,195,1209,0,0,1170,0,4,1350,2619274,0,0,0,0,0,24,11,5,1,1,1,0,1,0,1,0,0,0,100,0,182,0,0,1
0,189,0,0,375,5509.9,780,845,55,0,300,0,2,360,2521765,0,0,0,75,20,47,12,3,2,2,3,0,1,1,0,0,0,0,288,0,0,100,0,1
0,140,0,0,291,4574,280,1495,0,0,960,0,2,125,2620992,0,0,0,0,0,42,12,1,1,2,3,0,4,1,1,0,2,0,300,0,0,0,0,1
0,65,3.3333,0,55,2865.733,216.6667,390,71,0,0,0,4,1500,2523935,0,92,0,0,0,47,11,3,2,2,4,0,2,1,0,0,0,1,86,0,0,0,0,1
0,50,0,0,20,1445.333,60.6667,407.3333,85,0,173.3333,0,2,39.3333,2557354,0,0,0,0,16,55,12,5,1,1,2,20,1,0,1,0,0,0,14.6667,0,0,40,0,1
0,0,0,0,130,3143.9,0,433.3333,0,0,240,0,4,600,2592883,0,0,0,0,0,45,11,3,1,2,4,0,1,1,0,0,0,0,170,0,0,0,0,1
63.3333,293.3333,0,0,45,2388.667,303.3333,268.6667,0,0,178.75,0,4,725,2574464,0,0,0,30,0,22,13,5,2,2,3,0,2,2,0,0,0,0,180,0,0,0,0,1
0,0,0,0,414,11367.03,260,1646.667,75,0,490,0,1,3100,2563984,0,0,0,0,0,52,10,1,1,1,3,0,5,2,2,0,0,1,654,200,260,0,0,1
136.3333,25,0,0,162,2437.183,205,473,0,0,250,0,2,101.0833,2577144,0,0,0,66.6667,7.6667,43,15,2,1,2,3,0,3,2,1,0,0,0,73,78,0,0,0,1
